"","year","state","data_item","value","region","adj_value"
"231",2005,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",344230000,"mid",450633424.56582
"232",2005,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2216934000,"north",2902200739.20461
"233",2005,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",669230000,"mid",876092748.227011
"234",2005,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2439360000,"mid",3193379863.89588
"235",2005,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",278640000,"north",364769187.522936
"236",2005,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",68713000,"south",89952573.8668658
"237",2005,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",841390000,"north",1101468370.26243
"238",2005,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",160115000,"south",209607444.947728
"239",2005,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",520923000,"south",681943222.337103
"240",2005,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",832648000,"north",1090024169.00875
"241",2004,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",102053000,"south",138130802.134033
"242",2004,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",4468320000,"mid",6047961606.14136
"243",2004,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1848790000,"mid",2502374704.09865
"244",2004,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4466356000,"mid",6045303292.36919
"245",2004,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",915840000,"mid",1239607986.30548
"246",2004,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",388147000,"mid",525364824.707933
"247",2004,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2174643000,"north",2943423338.31598
"248",2004,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",947117000,"mid",1281942039.18336
"249",2004,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2665794000,"mid",3608206162.91626
"250",2004,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",227010000,"north",307262632.087709
"251",2004,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",75900000,"south",102732187.020206
"252",2004,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",981890000,"north",1329007998.85732
"253",2004,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",186837000,"south",252887663.060531
"254",2004,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",607152000,"south",821792527.189623
"255",2004,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",760240000,"north",1029000235.3128
"256",2003,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",116130000,"south",161392502.636467
"257",2003,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",4385524000,"mid",6094813517.0265
"258",2003,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1990958000,"mid",2766948198.26138
"259",2003,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4427871000,"mid",6153665564.81042
"260",2003,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",7.53e+08,"mid",1046487165.11891
"261",2003,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",374339000,"mid",520240317.268856
"262",2003,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2281615000,"north",3170890854.24009
"263",2003,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",743904000,"mid",1033845933.706
"264",2003,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2686838000,"mid",3734052432.60793
"265",2003,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",310565000,"north",431609942.14496
"266",2003,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",61750000,"south",85817506.5685164
"267",2003,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",974358000,"north",1354121037.49128
"268",2003,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",192491000,"south",267515751.528426
"269",2003,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",504273000,"south",700817028.175311
"270",2003,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",863978000,"north",1200719638.70532
"271",2002,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",83033000,"south",118015301.059532
"272",2002,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3458025000,"mid",4914911679.04795
"273",2002,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1522204000,"mid",2163517677.71879
"274",2002,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4288041000,"mid",6094618399.55942
"275",2002,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",747968000,"mid",1063091405.86148
"276",2002,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",287102000,"mid",408059795.07899
"277",2002,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2261585000,"north",3214404328.96224
"278",2002,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",694575000,"mid",987203614.628214
"279",2002,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2182656000,"mid",3102222067.72481
"280",2002,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",245009000,"north",348232761.640491
"281",2002,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",60515000,"south",86010332.5619643
"282",2002,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",669988000,"north",952257964.017605
"283",2002,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",168397000,"south",239343666.403984
"284",2002,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",519834000,"south",738843182.963169
"285",2002,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",869130000,"north",1235299683.37735
"286",2001,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",54187000,"south",78237811.2024661
"287",2001,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3364368000,"mid",4857637226.63404
"288",2001,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1751350000,"mid",2528683829.13686
"289",2001,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3162360000,"mid",4565968306.68298
"290",2001,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",786321000,"mid",1135328288.01252
"291",2001,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",324896000,"mid",469100557.48494
"292",2001,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1531400000,"north",2211109381.87124
"293",2001,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",677768000,"mid",978594216.750753
"294",2001,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2210145000,"mid",3191114238.47186
"295",2001,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",151610000,"north",218901850.192959
"296",2001,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",55125000,"south",79592140.9662086
"297",2001,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",648550000,"north",936407855.304029
"298",2001,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",165871000,"south",239492571.686276
"299",2001,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",383712000,"south",554021942.756024
"300",2001,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",650494000,"north",939214696.520143
"301",2000,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",39813000,"south",59108529.2087689
"302",2000,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3186931000,"mid",4731489817.39208
"303",2000,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1539570000,"mid",2285728739.70674
"304",2000,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3.024e+09,"mid",4489593658.53658
"305",2000,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",824200000,"mid",1223651816.58924
"306",2000,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",330993000,"mid",491410077.321429
"307",2000,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1648868000,"north",2447998451.24468
"308",2000,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",705076000,"mid",1046793894.96903
"309",2000,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1927170000,"mid",2861180625.30488
"310",2000,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",171864000,"north",255158572.926829
"311",2000,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",70560000,"south",104757185.365854
"312",2000,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",685216000,"north",1017308666.77507
"313",2000,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",129595000,"south",192403733.524487
"314",2000,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",513608000,"south",762530165.269067
"315",2000,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",675180000,"north",1002408679.3554
"316",1999,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",22620000,"south",34716918.8953925
"317",1999,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2847810000,"mid",4370786419.07549
"318",1999,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1407067000,"mid",2159550438.52269
"319",1999,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3024104000,"mid",4641360446.47356
"320",1999,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",760526000,"mid",1167246660.47026
"321",1999,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",261429000,"mid",401238257.732253
"322",1999,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1.584e+09,"north",2431105195.85772
"323",1999,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",484806000,"mid",744074738.373105
"324",1999,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2018975000,"mid",3098699881.8225
"325",1999,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",121850000,"north",187013995.022262
"326",1999,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",79170000,"south",121509216.133874
"327",1999,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",565565000,"north",868022733.646005
"328",1999,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",111629000,"south",171326920.396718
"329",1999,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",472643000,"south",725407104.220821
"330",1999,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",721364000,"north",1107141267.9954
"331",1998,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",39775000,"south",62381925.7578856
"332",1998,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3005838000,"mid",4714266824.79526
"333",1998,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1604339000,"mid",2516197520.76632
"334",1998,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3290340000,"mid",5160471290.96672
"335",1998,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",821142000,"mid",1287854664.50488
"336",1998,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",294469000,"mid",461836412.218701
"337",1998,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1766003000,"north",2769746525.05854
"338",1998,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",547200000,"mid",858212187.924953
"339",1998,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2330730000,"mid",3655447537.94285
"340",1998,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",150950000,"north",236745485.685803
"341",1998,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",60060000,"south",94196315.8018506
"342",1998,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",691576000,"north",1084647207.74194
"343",1998,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",126778000,"south",198834840.571545
"344",1998,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",418100000,"south",655735591.687542
"345",1998,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",743636000,"north",1166296561.73202
"346",1997,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",58044000,"south",92447590.6530994
"347",1997,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3606389000,"mid",5743952415.54408
"348",1997,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1774795000,"mid",2826743877.97477
"349",1997,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3826326000,"mid",6094249530.58561
"350",1997,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",918346000,"mid",1462664101.12865
"351",1997,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",310339000,"mid",494281800.628699
"352",1997,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1830510000,"north",2915482033.74001
"353",1997,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",732550000,"mid",1166743893.13155
"354",1997,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2633664000,"mid",4194678026.83833
"355",1997,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",123829000,"north",197224393.614889
"356",1997,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",62404000,"south",99391831.1473367
"357",1997,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",701760000,"north",1117704176.43028
"358",1997,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",167586000,"south",266916854.923684
"359",1997,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",661710000,"south",1053915912.25729
"360",1997,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",942084000,"north",1500471986.64521
"361",1996,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",76188000,"south",124182513.618106
"362",1996,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",4097952000,"mid",6679450570.25183
"363",1996,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1863573000,"mid",3037527949.95059
"364",1996,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4449120000,"mid",7251836312.6554
"365",1996,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",1010876000,"mid",1647675784.06333
"366",1996,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",446400000,"mid",727608994.58081
"367",1996,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2145813000,"north",3497564604.58878
"368",1996,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",942797000,"mid",1536710522.54436
"369",1996,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3114540000,"mid",5076539690.81925
"370",1996,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",132678000,"north",216258302.381256
"371",1996,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",71485000,"south",116516865.989268
"372",1996,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",843150000,"north",1374291047.89608
"373",1996,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",218660000,"south",356404531.26129
"374",1996,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",632386000,"south",1030756589.71098
"375",1996,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",872460000,"north",1422064837.39241
"376",1995,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",30303000,"south",50840118.3238543
"377",1995,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3.729e+09,"mid",6256238696.81724
"378",1995,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2024282000,"mid",3396189697.4177
"379",1995,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4565760000,"mid",7660092355.15695
"380",1995,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",791467000,"mid",1327864433.53549
"381",1995,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",402602000,"mid",675455674.930548
"382",1995,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2298009000,"north",3855428487.9148
"383",1995,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",521791000,"mid",875422109.372744
"384",1995,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2752134000,"mid",4617325618.028
"385",1995,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",127316000,"north",213601310.250465
"386",1995,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",60125000,"south",100873250.642568
"387",1995,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",625167000,"north",1048858669.18025
"388",1995,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",223020000,"south",374166359.389697
"389",1995,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",690954000,"south",1159231202.07044
"390",1995,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",1081347000,"north",1814203525.36531
"391",1994,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",24948000,"south",43030131.4285714
"392",1994,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",4054674000,"mid",6993472627.86642
"393",1994,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1931040000,"mid",3330643939.14657
"394",1994,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4251744000,"mid",7333377550.12987
"395",1994,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",696696000,"mid",1201656262.85714
"396",1994,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",371661000,"mid",641038226.586271
"397",1994,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2042457000,"north",3522815181.46568
"398",1994,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",610650000,"mid",1053244739.3321
"399",1994,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2671928000,"mid",4608522246.58009
"400",1994,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",107120000,"north",184759807.544836
"401",1994,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",45020000,"south",77650173.0364873
"402",1994,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",727218000,"north",1254300389.49907
"403",1994,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",148770000,"south",256597428.756957
"404",1994,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",599087000,"south",1033300959.8825
"405",1994,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",983475000,"north",1696290624.76809
"406",1993,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",20721000,"south",36671316.9708682
"407",1993,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3.341e+09,"mid",5912787510.2394
"408",1993,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1789128000,"mid",3166337531.46351
"409",1993,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2147200000,"mid",3800041108.0473
"410",1993,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",563760000,"mid",997723162.757427
"411",1993,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",327350000,"mid",579332831.929622
"412",1993,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",727720000,"north",1287893961.97289
"413",1993,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",429570000,"mid",760238291.162388
"414",1993,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1978704000,"mid",3501842651.20046
"415",1993,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",37285000,"north",65985717.5454283
"416",1993,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",44153000,"south",78140469.0031728
"417",1993,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",364676000,"north",645391109.872512
"418",1993,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",117810000,"south",208496107.926161
"419",1993,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",555278000,"south",982712009.311797
"420",1993,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",531852000,"north",941253475.874243
"421",1992,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",28282000,"south",51529894.7012709
"422",1992,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3474010000,"mid",6329657361.26024
"423",1992,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1834163000,"mid",3341850868.21891
"424",1992,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3807300000,"mid",6936912810.13184
"425",1992,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",557925000,"mid",1016541139.28317
"426",1992,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",382668000,"mid",697222323.228412
"427",1992,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1415310000,"north",2578699358.94405
"428",1992,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",683640000,"mid",1245594272.45516
"429",1992,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2228985000,"mid",4061217818.42558
"430",1992,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",67599000,"north",123165594.792137
"431",1992,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",41006000,"south",74713063.5075424
"432",1992,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",510048000,"north",929309091.740111
"433",1992,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",166656000,"south",303647766.471077
"434",1992,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",488025000,"south",889183115.111652
"435",1992,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",650416000,"north",1185060037.90474
"436",1991,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",20640000,"south",38745168.549226
"437",1991,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2895420000,"mid",5435248833.37209
"438",1991,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1250970000,"mid",2348306371.12525
"439",1991,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3283020000,"mid",6162847056.7093
"440",1991,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",499125000,"mid",936951659.50254
"441",1991,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",287025000,"mid",538800000.137674
"442",1991,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1598400000,"north",3000497936.48657
"443",1991,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",522830000,"mid",981450410.49379
"444",1991,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2318004000,"mid",4351330216.94671
"445",1991,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",112347000,"north",210896485.029064
"446",1991,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",27859000,"south",52296591.5994615
"447",1991,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",519480000,"north",975161829.358135
"448",1991,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",109650000,"south",205833707.917763
"449",1991,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",442200000,"south",830092709.906382
"450",1991,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",875840000,"north",1644116687.11987
"451",1990,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",18170000,"south",35552996.4474775
"452",1990,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3117088000,"mid",6099164479.38772
"453",1990,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1624046000,"mid",3177749128.70336
"454",1990,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3452904000,"mid",6756251163.75789
"455",1990,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",424125000,"mid",829879725.82754
"456",1990,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",297600000,"mid",582309947.318069
"457",1990,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1654842000,"north",3238007250.80554
"458",1990,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",489804000,"mid",958392948.374258
"459",1990,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2130432000,"mid",4168587855.12341
