"","year","state","data_item","value","region","adj_value"
"460",1990,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",79120000,"north",154813047.821927
"461",1990,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",23274000,"south",45539925.1138465
"462",1990,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",486720000,"north",952358526.742777
"463",1990,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",106580000,"south",208543663.256585
"464",1990,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",327555000,"south",640922495.946808
"465",1990,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",771720000,"north",1510014222.25907
"466",1989,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",16629000,"south",34294115.4752622
"467",1989,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3173400000,"mid",6544527394.86421
"468",1989,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1708252000,"mid",3522941328.33289
"469",1989,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3310195000,"mid",6826640782.70704
"470",1989,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",353400000,"mid",728819556.735682
"471",1989,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",347675000,"mid",717012844.901183
"472",1989,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1.589e+09,"north",3277007005.24334
"473",1989,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",523219000,"mid",1079038595.51694
"474",1989,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1948100000,"mid",4017581716.11992
"475",1989,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",78120000,"north",161107480.962624
"476",1989,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",22464000,"south",46327681.1616026
"477",1989,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",408312000,"north",842064999.575155
"478",1989,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",141775000,"south",292383680.40804
"479",1989,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",390292000,"south",804902214.027964
"480",1989,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",717948000,"north",1480629720.20167
"481",1988,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",13860000,"south",29963315.8621662
"482",1988,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",1815072000,"mid",3923923206.9678
"483",1988,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1099750000,"mid",2377500477.59143
"484",1988,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2202060000,"mid",4760535305.01022
"485",1988,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",373750000,"mid",807993456.23987
"486",1988,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",221628000,"mid",479127688.881686
"487",1988,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",834720000,"north",1804543940.58206
"488",1988,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",403758000,"mid",872866413.122402
"489",1988,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2029632000,"mid",4387770901.87302
"490",1988,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",52896000,"north",114353503.30773
"491",1988,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",18468000,"south",39925145.5514058
"492",1988,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",314160000,"north",679168492.875766
"493",1988,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",106398000,"south",230017090.988655
"494",1988,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",351216000,"south",759278206.626735
"495",1988,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",333158000,"north",720239421.789867
"496",1987,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",12932000,"south",29097132.7818115
"497",1987,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2380224000,"mid",5355528439.41034
"498",1987,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1370304000,"mid",3083198069.86139
"499",1987,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2493855000,"mid",5611199356.13861
"500",1987,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",271584000,"mid",611066788.541254
"501",1987,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",239491000,"mid",538857209.020169
"502",1987,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1207008000,"north",2715780393.18812
"503",1987,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",442169000,"mid",994884790.055739
"504",1987,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1591912000,"mid",3581818345.26439
"505",1987,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",88815000,"north",199834661.925193
"506",1987,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",15536000,"south",34956159.5188852
"507",1987,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",422304000,"north",950188336.088009
"508",1987,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",102921000,"south",231573306.761276
"509",1987,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",290238000,"south",653038480.074807
"510",1987,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",664104000,"north",1494240818.81628
"511",1986,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",14586000,"south",34021309.9323348
"512",1986,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2162160000,"mid",5043158884.08728
"513",1986,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1063962000,"mid",2481652334.9943
"514",1986,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2293718000,"mid",5350013093.06014
"515",1986,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",290496000,"mid",677571263.54748
"516",1986,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",236330000,"mid",551231055.553866
"517",1986,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",997472000,"north",2326566849.08994
"518",1986,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",407044000,"mid",949415198.141869
"519",1986,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1361920000,"mid",3176628439.80841
"520",1986,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",69992000,"north",163253772.438227
"521",1986,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",9824000,"south",22914119.6198586
"522",1986,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",314552000,"north",733681001.085684
"523",1986,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",94017000,"south",219291203.613624
"524",1986,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",278555000,"south",649719319.0869
"525",1986,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",534068000,"north",1245694018.43838
"526",1985,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",18922000,"south",44972571.7833901
"527",1985,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3484337000,"mid",8281344247.43802
"528",1985,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1664190000,"mid",3955337926.02262
"529",1985,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3448746000,"mid",8196753886.8872
"530",1985,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",360477000,"mid",856758152.349706
"531",1985,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",377114000,"mid",896299885.610474
"532",1985,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1485225000,"north",3529985621.33948
"533",1985,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",583792000,"mid",1387518635.79795
"534",1985,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2116992000,"mid",5031528098.76666
"535",1985,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",87494000,"north",207950015.62287
"536",1985,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",15741000,"south",37412179.0742175
"537",1985,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",521640000,"north",1239799827.98265
"538",1985,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",182574000,"south",433929939.793926
"539",1985,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",389561000,"south",925883100.967617
"540",1985,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",785006000,"north",1865750908.22281
"541",1984,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",13406000,"south",32992234.8259265
"542",1984,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3317446000,"mid",8164251637.64961
"543",1984,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1834326000,"mid",4514285703.36435
"544",1984,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3626448000,"mid",8924707146.05487
"545",1984,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",330669000,"mid",813778106.642869
"546",1984,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",411720000,"mid",1013245033.75582
"547",1984,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1702028000,"north",4188699646.15113
"548",1984,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",415336000,"mid",1022144028.32023
"549",1984,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2079996000,"mid",5118880834.62538
"550",1984,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",106861000,"north",262985469.620568
"551",1984,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",16275000,"south",40052858.5552703
"552",1984,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",456337000,"north",1123047699.8179
"553",1984,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",190095000,"south",467824770.940959
"554",1984,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",436775000,"south",1074905517.38729
"555",1984,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",888810000,"north",2187365973.11888
"556",1983,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",9108000,"south",23378792.6807229
"557",1983,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2034566000,"mid",5222408510.01841
"558",1983,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1125003000,"mid",2887704424.92219
"559",1983,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2320812000,"mid",5957156631.41566
"560",1983,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",278070000,"mid",713761625.0251
"561",1983,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",163123000,"mid",418710891.354585
"562",1983,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1123265000,"north",2883243254.33819
"563",1983,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",247962000,"mid",636479160.155623
"564",1983,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1472509000,"mid",3779697258.61864
"565",1983,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",88309000,"north",226675208.919846
"566",1983,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",14918000,"south",38292141.9862785
"567",1983,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",318451000,"north",817413252.961011
"568",1983,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",84096000,"south",215861105.542169
"569",1983,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",355136000,"south",911577834.5917
"570",1983,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",702765000,"north",1803886389.79669
"571",1982,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",7047000,"south",18669614.6658031
"572",1982,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3911450000,"mid",10362603133.8946
"573",1982,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1903948000,"mid",5044128778.7323
"574",1982,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4244820000,"mid",11245800159.7409
"575",1982,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",376907000,"mid",998539584.9076
"576",1982,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",391349000,"mid",1036800770.519
"577",1982,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1887665000,"north",5000990232.45682
"578",1982,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",537219000,"mid",1423254111.13212
"579",1982,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2109360000,"mid",5588326719.37824
"580",1982,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",87693000,"north",232325034.608808
"581",1982,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",13275000,"south",35169452.9145078
"582",1982,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",468706000,"north",1241742643.8981
"583",1982,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",150255000,"south",398070519.598446
"584",1982,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",367479000,"south",973561987.764249
"585",1982,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",973242000,"north",2578409694.41969
"586",1981,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",8982000,"south",25255044.4487215
"587",1981,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3608590000,"mid",10146415146.6502
"588",1981,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1600560000,"mid",4500357820.40143
"589",1981,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4172313000,"mid",11731457389.1092
"590",1981,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",381969000,"mid",1073997336.12043
"591",1981,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",375271000,"mid",1055164304.75575
"592",1981,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1735151000,"north",4878792655.33773
"593",1981,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",514798000,"mid",1447477886.00678
"594",1981,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1985912000,"mid",5583867271.34818
"595",1981,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",99312000,"north",279239476.095683
"596",1981,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",13455000,"south",37831955.3615617
"597",1981,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",415380000,"north",1167940365.52103
"598",1981,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",145152000,"south",408129616.101182
"599",1981,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",367286000,"south",1032712564.61736
"600",1981,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",903420000,"north",2540181725.21309
"601",1980,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3605000,"south",11183880.9232481
"602",1980,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3340709000,"mid",10363964398.1201
"603",1980,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1905101000,"mid",5910242088.97664
"604",1980,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4345110000,"mid",13479942534.9277
"605",1980,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",368254000,"mid",1142443518.86541
"606",1980,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",347060000,"mid",1076692846.94105
"607",1980,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1738871000,"north",5394542636.5851
"608",1980,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",357655000,"mid",1109561978.25362
"609",1980,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1834640000,"mid",5691649180.86763
"610",1980,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",48273000,"north",149758525.328142
"611",1980,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",18638000,"south",57821129.7219133
"612",1980,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",346196000,"north",1074012438.30923
"613",1980,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",102746000,"south",318751464.449388
"614",1980,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",402480000,"south",1248623687.65295
"615",1980,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",1031264000,"north",3199315888.05339
"616",1979,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",5481000,"south",19307727.1891147
"617",1979,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3606610000,"mid",12704879028.9241
"618",1979,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1722168000,"mid",6066621039.55908
"619",1979,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",4026154000,"mid",14182792018.4935
"620",1979,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",431695000,"mid",1520716892.70295
"621",1979,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",360672000,"mid",1270526652.20806
"622",1979,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1369560000,"north",4824501158.38788
"623",1979,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",583176000,"mid",2054333718.52566
"624",1979,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1989845000,"mid",7009557454.59295
"625",1979,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",50668000,"north",178486393.216213
"626",1979,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",22275000,"south",78467364.192215
"627",1979,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",436563000,"north",1537865226.21082
"628",1979,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",150195000,"south",529086678.556666
"629",1979,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",373086000,"south",1314257016.25215
"630",1979,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",770893000,"north",2715597835.43116
"631",1978,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",4320000,"south",16930608.6867655
"632",1978,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2851701000,"mid",11176165213.5782
"633",1978,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1493208000,"mid",5852064892.58048
"634",1978,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",3206718000,"mid",12567520283.9831
"635",1978,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",359550000,"mid",1409120452.15892
"636",1978,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",287640000,"mid",1127296361.72713
"637",1978,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1339021000,"north",5247787169.99106
"638",1978,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",452226000,"mid",1772329037.95861
"639",1978,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1693305000,"mid",6636269523.6906
"640",1978,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",48822000,"north",191339392.894737
"641",1978,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",10478000,"south",41064564.3101686
"642",1978,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",339121000,"north",1329056701.03347
"643",1978,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",109296000,"south",428344399.775166
"644",1978,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",352800000,"south",1382666376.08585
"645",1978,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",629160000,"north",2465755037.35309
"646",1977,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",4900000,"south",20669127.0452358
"647",1977,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2475396000,"mid",10441688655.3609
"648",1977,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1247837000,"mid",5263612547.90733
"649",1977,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2173478000,"mid",9168141410.61735
"650",1977,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",320947000,"mid",1353815166.89537
"651",1977,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",289737000,"mid",1222165482.18479
"652",1977,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1.14e+09,"north",4808735679.912
"653",1977,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",412870000,"mid",1741563772.0748
"654",1977,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1277447000,"mid",5388513129.90925
"655",1977,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",37391000,"north",157722312.111921
"656",1977,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",16749000,"south",70650450.7919703
"657",1977,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",232136000,"north",979193566.484257
"658",1977,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",104244000,"south",439720914.225217
"659",1977,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",349272000,"south",1473295375.78441
"660",1977,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",637572000,"north",2689399320.099
"661",1976,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",6300000,"south",28302387.9045248
"662",1976,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",2653878000,"mid",11922394382.1087
"663",1976,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1455300000,"mid",6537851605.94524
"664",1976,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2406495000,"mid",10811040473.0634
"665",1976,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",364301000,"mid",1636601304.12798
"666",1976,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",307958000,"mid",1383483614.96852
"667",1976,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",670712000,"north",3013135110.51106
"668",1976,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",394640000,"mid",1772897517.87963
"669",1976,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1068110000,"mid",4798422784.87334
"670",1976,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",17870000,"north",80279947.9133109
"671",1976,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",23060000,"south",103595724.61561
"672",1976,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",81096000,"north",364319118.969102
"673",1976,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",152438000,"south",684818953.553961
"674",1976,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",433380000,"south",1946934741.27984
"675",1976,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",320035000,"north",1437738843.33724
"676",1975,"ARKANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",5035000,"south",23918893.0241561
"677",1975,"ILLINOIS","CORN, GRAIN - PRODUCTION, MEASURED IN $",3210138000,"mid",15249840598.7643
"678",1975,"INDIANA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1368315000,"mid",6500214520.02942
"679",1975,"IOWA","CORN, GRAIN - PRODUCTION, MEASURED IN $",2794500000,"mid",13275341917.7764
"680",1975,"KANSAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",352600000,"mid",1675035090.43047
"681",1975,"KENTUCKY","CORN, GRAIN - PRODUCTION, MEASURED IN $",225595000,"mid",1071694671.65531
"682",1975,"MINNESOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1018500000,"north",4838409641.52989
"683",1975,"MISSOURI","CORN, GRAIN - PRODUCTION, MEASURED IN $",440559000,"mid",2092886512.7764
"684",1975,"NEBRASKA","CORN, GRAIN - PRODUCTION, MEASURED IN $",1247936000,"mid",5928351079.44255
"685",1975,"NORTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",17993000,"north",85476195.0712295
"686",1975,"OKLAHOMA","CORN, GRAIN - PRODUCTION, MEASURED IN $",19146000,"south",90953550.3158873
"687",1975,"SOUTH DAKOTA","CORN, GRAIN - PRODUCTION, MEASURED IN $",207293000,"north",984750564.380613
"688",1975,"TENNESSEE","CORN, GRAIN - PRODUCTION, MEASURED IN $",100737000,"south",478553629.905544
"689",1975,"TEXAS","CORN, GRAIN - PRODUCTION, MEASURED IN $",315077000,"south",1496781143.47011
"690",1975,"WISCONSIN","CORN, GRAIN - PRODUCTION, MEASURED IN $",511795000,"north",2431294906.7126
